agentid,yearnumber,weeknumber,Lotto,Lotto Plus1,Euro Millions,Euro Millions Plus,ScratchCard
d1d648c1,2016,13,1577,377,524,235,685.08
335b007b,2016,14,344,72,189,85,694.98
715ac4e0,2016,16,346,72.5,150,67,0
53509de2,2016,16,393,93.5,325,149,360
797db6c7,2016,15,929,213.5,677,245,2143.98
63d20310,2016,14,250,56,99,30,163.98
3c55ad39,2016,13,1705,378,712,285,1279.08
b09b45a8,2016,13,88,19.5,33,18,216
a2cc277c,2016,15,617,154,448,202,687.96
70ec09fe,2016,14,192,44.5,73,31,0
c8b5d625,2016,13,1879,455,794,363,1569.06
f08687eb,2016,16,923,194.5,270,136,1009.08
62316de1,2016,13,162,41.5,47,22,298.98
6639d873,2016,17,931,206.5,564,204,1956.06
73e14628,2016,16,2308,539,785,360,1983.06
b5897132,2016,14,2177,522.5,872,328,2567.16
157e5237,2016,17,754,182.5,261,132,327.96
e3050756,2016,17,1515,359.5,594,258,1856.16
d76d330c,2016,13,517,132,246,129,424.08
78ade0a7,2016,15,1566,363.5,866,335,2109.06
916defa2,2016,16,382,91.5,154,75,170.1
acbd2e02,2016,16,82,21,115,60,559.98
3bdb0f12,2016,13,258,65,264,117,1297.08
f6ecadbb,2016,15,395,97.5,171,74,540
6808b4d1,2016,17,274,65.5,180,82,144
b0e35863,2016,14,831,197.5,228,108,559.98
eeeacc0e,2016,14,1260,299,542,230,327.96
277b8209,2016,17,358,85.5,152,63,0
56b8ec87,2016,13,433,107.5,272,110,530.1
fdd3c717,2016,14,1715,424,728,341,1857.96
ff1c0066,2016,16,1181,285.5,485,237,1036.08
a99c4090,2016,16,1399,296.5,485,229,1513.08
8f17af10,2016,13,1811,431.5,583,251,1180.08
06ed6f2c,2016,15,1117,245,691,272,469.08
51e0560a,2016,16,582,146,391,181,163.98
5bbadd10,2016,16,456,116.5,150,68,2214
c55802c0,2016,13,141,35,80,37,163.98
33a7d5c0,2016,17,366,88,95,48,0
983d2ee4,2016,16,646,163,174,75,874.08
9e841152,2016,15,1326,268,785,218,629.1
4b69213d,2016,15,556,141,202,102,694.98
3f13b8bf,2016,13,601,140.5,318,158,1362.06
774486c4,2016,17,611,149.5,198,97,575.1
9254208e,2016,15,601,144,353,127,730.08
93697bf5,2016,16,266,66,38,20,170.1
5c48be23,2016,15,113,27,62,31,180
81b01a0c,2016,16,954,207,752,302,820.08
5553d3a2,2016,13,399,91,230,96,784.08
f1973927,2016,14,605,134,504,156,520.2
c11ae031,2016,13,3169,760,1486,602,3991.14
45c2cd79,2016,14,921,213,340,159,1526.04
3e01c123,2016,14,713,176,349,162,2260.08
936b77e6,2016,13,932,218,522,214,756
906707bd,2016,16,764,185.5,290,122,1972.08
c04c937f,2016,14,1223,303.5,599,262,379.98
30072b53,2016,16,252,56.5,138,69,163.98
e60d0bdd,2016,13,376,95,206,85,656.1
a95800da,2016,17,981,230.5,384,143,613.98
d3423d47,2016,14,441,109.5,178,78,424.08
0988b957,2016,14,968,222.5,607,287,0
ecb8c150,2016,13,1032,219.5,724,246,0
1c131b9e,2016,15,1816,442,897,395,2981.16
89cefdef,2016,14,1716,392.5,1008,348,2686.14
095fda72,2016,16,354,88.5,244,91,820.08
946886a1,2016,15,439,107.5,218,107,-255.015
285f05a4,2016,13,1236,286,557,221,1206.18
c5778021,2016,13,1785,429.5,704,273,1198.08
7c07189a,2016,16,245,61.5,58,32,108
db935a66,2016,17,548,134.5,136,53,793.98
4f2d6646,2016,16,1642,404,414,190,1000.08
9c50d3b4,2016,13,711,152,325,130,621
3bd7b21b,2016,17,2373,545,813,289,640.08
ee96903a,2016,15,3796,877.5,1889,782,4143.24
6d583dbc,2016,14,780,195.5,233,106,163.98
cdc3dd6d,2016,16,225,54.5,90,30,676.98
657dd649,2016,13,1415,337.5,798,346,1558.08
7abe81af,2016,14,997,230.5,489,204,1839.06
51eb1e29,2016,15,1591,383,655,300,108
3ca9e2f8,2016,17,2026,445,745,250,334.08
035dfe34,2016,13,586,130,141,61,685.98
ad2bff17,2016,15,872,206.5,437,190,984.06
1a5841ca,2016,16,1652,388,469,185,756
0e0e7cbf,2016,17,3039,721,1004,423,1396.08
4db753be,2016,16,1142,227,494,179,1000.08
66e5d787,2016,14,699,101,226,105,522
e9ab97c2,2016,16,2208,441.5,1129,394,711
a20f8019,2016,17,878,180,318,126,1000.08
5d01603e,2016,17,554,139.5,200,77,955.08
3e410983,2016,13,987,245.5,467,215,486
94a34f08,2016,13,2798,571,1293,471,1297.08
065b4e98,2016,16,929,202.5,436,188,1378.08
5d479220,2016,13,2163,511,752,311,957.96
7c9ce5d7,2016,15,803,187.5,574,237,910.08
0f42017a,2016,15,1442,296.5,439,181,1078.2
f8852463,2016,14,1107,275.5,478,181,1920.06
9b3e6b9e,2016,14,458,99.5,333,143,163.98
fdc4b432,2016,14,833,199.5,244,95,1720.08
334a7aa0,2016,17,3416,635,1120,402,1650.06
ccc4fca2,2016,13,529,134,172,79,604.98
eaba7015,2016,14,1066,251,688,264,1009.98
d0f854d2,2016,16,1089,255.5,506,178,386.1
71e3ad84,2016,13,1540,359,837,347,1506.06
4727082f,2016,17,2922,648.5,982,429,1776.06
5acf2edb,2016,17,2747,660.5,1131,502,2686.977
7159062d,2016,17,1058,192,356,96,0
57bb49c9,2016,16,1691,357,741,311,928.98
fcc758a7,2016,17,525,117,377,157,1054.08
f5318135,2016,14,1303,314,557,240,2612.16
2bb5cf55,2016,13,789,193,391,169,1178.1
67adbfa6,2016,14,1164,253.5,647,282,1261.08
b93c9bb7,2016,14,562,136.5,437,122,810
6183bb42,2016,17,742,163.5,253,106,478.98
3e1bf63e,2016,16,531,127.5,191,79,1351.98
f10a170b,2016,14,3673,833.5,1392,537,1193.94
c3bfdcf8,2016,15,819,188,574,209,668.16
92621aff,2016,15,172,44,145,76,559.98
c98819a7,2016,17,934,207.5,507,169,964.98
88b11347,2016,15,2306,544,1024,397,2021.04
b3159e8f,2016,13,1509,286.5,651,223,163.98
c78f683e,2016,13,2269,547.5,986,395,1139.94
bd280fad,2016,14,1032,234.5,531,227,1362.06
73c8deee,2016,15,1089,263.5,463,198,1045.98
3713e665,2016,13,1238,272,469,184,1497.06
763e16e3,2016,15,217,53.5,138,57,343.98
af70712c,2016,16,207,50.5,77,40,469.08
8d23e33c,2016,13,470,115.5,185,70,874.98
a13eca5b,2016,14,3341,755.5,1611,587,1886.04
125a10a1,2016,16,462,118,125,59,216
47a5b77f,2016,13,2171,518,859,393,1389.96
dc3f5c38,2016,14,625,146,233,97,1486.08
a64d95d2,2016,13,511,105.5,322,126,270
462fa261,2016,13,544,127,294,136,559.98
6c2343d5,2016,16,2524,609.5,1133,460,1183.14
33493b68,2016,16,701,167,355,148,1007.1
d92a12d1,2016,13,178,37.5,69,31,0
ec407ef3,2016,14,1767,406,629,267,1270.98
273895c7,2016,14,1946,446.5,660,314,1492.2
81fc2c48,2016,13,686,166,325,132,784.98
d0fbe380,2016,13,1579,361.5,800,369,1244.16
e6edebcb,2016,17,1207,273.5,518,204,1361.0016
2fe2b628,2016,13,3451,801,2421,930,2894.22
98420985,2016,15,1317,327.5,616,271,1567.08
3af76d3c,2016,13,309,71,92,40,0
1371433e,2016,15,813,198.5,303,126,678.06
6319d6ee,2016,13,382,97.5,252,116,216
c7168738,2016,13,519,126.5,211,102,1117.08
87266c5c,2016,15,1487,353,572,203,1406.16
58df8467,2016,13,507,125.5,253,86,1290.06
65347d20,2016,17,1215,289.5,428,173,543.96
aa334c1e,2016,13,515,125.5,215,105,343.98
7663fe32,2016,14,70,17,20,8,216
3031f452,2016,16,484,116,259,105,424.08
bca894c1,2016,17,1375,317.5,544,258,379.98
9723fa54,2016,14,805,183.5,441,151,621
c8351929,2016,14,1319,314,647,219,936
a00a5cac,2016,17,154,39.5,20,11,0
8e8f6060,2016,17,2965,695.5,947,384,2235.06
2d0fc2c4,2016,13,682,169.5,237,106,1099.08
b0e5596f,2016,15,2855,687,1926,829,1191.96
021172b1,2016,15,870,209,693,271,1297.08
3c59c857,2016,15,31,8,42,23,0
667c1e2f,2016,15,495,121.5,193,89,559.98
052da8a4,2016,16,2624,616,1468,557,2129.4
afac5f2e,2016,14,723,182.5,309,141,800.1
37dfc7c6,2016,16,1611,371,656,309,1207.08
ce5e9f21,2016,17,676,171.5,259,118,1677.06
94f30fbe,2016,15,1248,303,774,306,2691.18
da938452,2016,16,458,110,213,86,0
c0bdaa78,2016,13,452,110,296,121,163.98
1c9dfeab,2016,15,2312,519,1288,459,1911.06
08b615e6,2016,14,1711,391.5,1192,486,1640.16
1d1783b0,2016,16,1134,273,528,223,2038.14
ff8e2a4b,2016,16,307,77.5,123,64,326.025
4650ad64,2016,13,1667,361.5,632,257,1045.98
02b2aee2,2016,15,1950,433.5,787,316,813.96
e80a33d6,2016,16,380,84.5,246,101,350.1
171c87a3,2016,13,689,162,480,155,163.98
8827b59d,2016,15,1481,329.5,989,285,1414.08
e4482682,2016,13,305,76.5,171,84,1099.08
2cf1ea57,2016,17,542,129,204,79,595.98
f19c05ad,2016,14,290,67,47,22,0
4.69E+103,2016,16,1113,264,460,183,791.1
31610b93,2016,15,401,98.5,218,84,0
b28780d4,2016,14,1152,250,837,306,350.1
552ea844,2016,16,366,86.5,204,96,775.08
fc99a22b,2016,14,878,214,399,174,163.98
14c394c7,2016,13,1140,259,634,185,604.08
2322a387,2016,15,456,115.5,176,70,248.58
f785878e,2016,14,258,62,386,170,0
af9efa97,2016,13,599,139,529,218,1099.08
14c571be,2016,16,1777,405,636,286,1054.98
cb58dc31,2016,15,468,83.5,213,84,0
8d14e030,2016,16,1309,310,770,295,649.98
aa7e2e03,2016,15,3800,859.5,2093,771,2272.14
ec7f0bff,2016,14,599,124.5,574,93,0
1bc6639b,2016,13,158,40.5,104,47,379.98
c0c75f46,2016,14,1562,383.5,581,244,1054.08
5d19c836,2016,16,789,198.5,264,114,1216.08
51cdeabd,2016,15,1323,318,793,317,1153.08
5c9901f5,2016,17,1160,271,868,385,2082.06
14e3ba9e,2016,15,615,150,360,169,1740.06
8e3f3a56,2016,17,1411,315.5,627,231,1992.06
2c0adf7b,2016,17,838,184,316,128,163.98
6563409e,2016,16,339,74.5,117,63,0
075e5133,2016,16,1093,205.5,419,162,451.98
f43208fc,2016,17,486,107,231,103,1099.08
2838bd02,2016,13,360,92,195,99,756
af32d0eb,2016,16,117,30,103,46,56.835
b729851c,2016,14,605,142.5,277,130,361.98
2a21ac84,2016,13,2218,510.5,1127,470,3530.16
f8b27b65,2016,17,1507,316.5,511,205,1081.08
f2c386cc,2016,16,172,44,66,34,360
fbb6bad7,2016,16,809,197,296,135,253.98
75021db3,2016,15,736,182.5,399,186,630
5906d3b7,2016,14,1762,403.5,748,307,1459.845
40130757,2016,17,1387,306.5,693,301,440.1
41196948,2016,13,686,166,437,184,829.08
4dc8cf84,2016,13,217,49.5,169,54,865.98
273d3b02,2016,17,1226,298.5,511,231,1164.06
2f0af97c,2016,16,143,32,110,49,216
51f5a76e,2016,17,1385,332,327,152,702
b4eb9adc,2016,17,225,55.5,106,44,530.1
3f01ee38,2016,13,1266,275.5,728,292,1486.08
cce394ee,2016,17,2040,469,1004,411,3293.6931
f26bec5d,2016,17,978,219.5,662,261,180
9650d384,2016,13,1783,432,1166,483,0
abd2afce,2016,15,439,104,241,87,784.08
715ae0eb,2016,15,960,233.5,533,256,1090.98
2271fbd2,2016,15,927,222,263,120,478.98
ed077ad5,2016,16,1062,263.5,342,179,1153.08
6d3203d0,2016,13,1534,360.5,879,307,1191.96
ee11c402,2016,16,1695,415,522,199,1949.04
67ec1cb7,2016,17,2783,673.5,1069,443,3190.14
afb7929a,2016,17,1266,309,474,171,640.08
c6419e6b,2016,17,533,136,259,127,649.98
c218bdb8,2016,14,1456,343.5,897,369,5054.22
d6ac53ea,2016,17,1048,243,395,166,847.98
4e77d11f,2016,16,1509,357.5,903,318,1092.06
1434704f,2016,17,572,127,301,84,1045.98
e26f88cf,2016,16,2377,566.5,809,365,2613.06
e09e90fe,2016,17,554,132.5,80,40,108
a0c04aa0,2016,13,578,139,415,193,2712.06
d473f697,2016,17,80,14.5,93,38,0
4ed84849,2016,16,319,81.5,233,95,1542.96
b5208dcc,2016,14,1317,326,719,296,1081.98
f35b829c,2016,14,233,58.5,266,127,1216.08
6c651b9f,2016,16,364,93,196,103,440.1
e130127c,2016,17,205,48.5,126,45,0
3684ecff,2016,17,1765,425.5,592,282,1074.06
da97f0c9,2016,14,442,109,174,85,1062
0cb06e23,2016,17,833,179,176,72,170.1
ee27990d,2016,15,441,103,204,88,163.98
1fab15f0,2016,15,1401,324.5,550,255,865.08
e228a014,2016,14,7328,1306.5,1777,510,1884.06
92d7c046,2016,17,3874,928,1249,538,2959.02
25b21185,2016,13,1301,296,761,328,4308.12
9be8a630,2016,16,687,150,410,127,432
6867a55b,2016,13,1044,169,574,204,0
1f153b00,2016,15,744,178,866,319,1009.08
e18a1ff0,2016,14,588,149,281,118,2307.06
8e0b5eca,2016,13,2651,588.5,1413,505,2208.06
48f51f88,2016,13,1125,254.5,312,122,1729.08
fa5536eb,2016,14,295,73.5,176,70,0
b029f659,2016,17,119,30.5,141,64,514.98
806981f2,2016,14,235,60,167,62,0
01062e9a,2016,15,1377,291.5,581,231,1063.98
cf549b61,2016,16,1775,426,765,302,4136.04
7176f433,2016,14,313,77.5,80,40,170.1
81305785,2016,16,621,140.5,310,116,694.08
57f144f9,2016,16,682,156.5,529,246,216
b468efa9,2016,13,454,111.5,259,91,270
92c1f662,2016,13,1095,275.5,483,229,1002.96
7e32a568,2016,16,2226,544.5,940,388,1938.24
27613e2b,2016,16,799,194.5,437,205,1153.08
396b0c33,2016,16,219,52.5,241,93,0
9b8500f7,2016,15,145,36,128,62,711
d1f5542d,2016,17,2600,469,717,288,1243.98
ac52bc8e,2016,14,37,8.5,31,17,163.98
6ca7693a,2016,13,1119,199.5,347,138,604.98
070a2a0a,2016,15,2334,365.5,391,121,1182.06
d02d38d4,2016,16,2254,497,1440,545,0
8d4d3ba2,2016,13,893,199.5,414,153,694.98
40bce212,2016,17,2798,617.5,1094,451,1245.06
4da6b732,2016,16,672,160,191,88,784.98
54d73f29,2016,15,250,64,108,54,0
84b49953,2016,15,2244,546.5,1126,503,2887.02
71437273,2016,16,472,108,299,104,0
8918bea3,2016,14,488,122.5,130,53,0
965329dd,2016,13,629,149.5,351,133,1225.08
db0c9e85,2016,15,2693,641,1477,592,2387.16
7f71e2e5,2016,16,356,84,161,67,163.98
df6726ec,2016,14,801,200,320,139,1081.98
7916f7ea,2016,15,305,75,93,51,568.98
c7551aab,2016,16,854,203.5,362,162,523.98
e44c8c09,2016,15,168,41,88,39,0
59ab841b,2016,17,727,178,314,158,1756.08
1f822662,2016,17,1854,440.5,780,354,2102.04
3c98cc9f,2016,13,1648,395,701,336,1378.98
83301ea0,2016,16,582,141.5,391,175,1567.08
fb6c30aa,2016,17,605,147,207,82,90
5aa40b23,2016,17,2303,509.5,1023,331,729
bd617437,2016,15,1011,251.5,410,202,379.98
b84a05f4,2016,13,668,155.5,656,290,1171.08
93df1d3a,2016,15,2020,493.5,780,315,1740.06
6b150d29,2016,15,341,69,180,85,48.825
0713a2b0,2016,13,972,225.5,393,134,1090.08
c76457db,2016,15,478,103,242,87,0
23dc0823,2016,16,3194,722.5,1067,402,2046.06
5bc6a81e,2016,16,1479,374,345,142,993.96
bd719110,2016,13,919,230,483,232,433.98
2a88a982,2016,14,1060,218,1238,330,180
2eb13db8,2016,13,980,222.5,610,210,0
751cd262,2016,15,748,181,483,205,630
7da01e49,2016,16,938,189.5,377,128,829.08
ee7123f8,2016,13,1042,244.5,528,244,983.16
848bd1af,2016,16,611,97.5,253,126,360
bb614f97,2016,17,1421,352.5,426,217,2028.06
76045903,2016,14,378,86.5,147,59,163.98
e4320881,2016,16,393,97.5,115,62,180
563d974c,2016,16,503,127.5,145,74,163.98
e2eb9c23,2016,15,317,78,207,82,334.08
aa1a0c88,2016,14,2430,596.5,1424,658,2010.06
fd23dbe0,2016,16,31,6.5,49,22,0
40b9737a,2016,16,1891,456,1378,588,5244.12
a4667bf2,2016,17,576,140.5,272,94,1000.08
08fbc779,2016,16,1054,261.5,544,250,2793.06
81c7c65f,2016,16,425,103.5,187,82,414
2ed754ed,2016,17,831,195,301,124,306
28db98cd,2016,13,133,34,95,28,108
58b1496b,2016,16,452,103.5,279,88,0
c9bcfb64,2016,15,1434,351.5,739,313,1731.06
ee4f3a7a,2016,15,1183,260,579,203,604.08
4d6fe1c1,2016,15,521,129,220,88,577.98
b0748de6,2016,14,339,78,263,106,487.98
6b57bec4,2016,15,317,77,200,93,702
a07d228e,2016,16,1785,403,1010,418,1090.08
67a17102,2016,16,1125,267.5,388,190,649.98
1f1bdb3f,2016,16,2150,507.5,982,462,3471.12
56a8324d,2016,13,1879,450,813,386,939.06
87d03bd2,2016,16,196,44,121,53,0
0237748e,2016,15,282,59.5,406,141,514.08
fdff4440,2016,13,1583,376.5,605,250,2918.16
d355fe5e,2016,13,801,188.5,334,165,576
18dd2198,2016,16,2814,670.5,1069,454,1116.18
938911a8,2016,13,2007,470,1021,396,1670.04
457d5ce5,2016,15,76,19.5,20,11,0
1f619a78,2016,16,2487,595.5,1109,482,1425.06
88a5312c,2016,13,325,83,134,69,0
78ef4892,2016,14,1950,472.5,953,375,2570.04
e973c2f7,2016,14,2240,412.5,896,337,0
ac74a440,2016,17,4170,949,1630,666,2098.26
d4c3dff8,2016,15,441,106,222,99,2590.2
952b4de7,2016,15,1232,273.5,660,265,901.98
853c9ce6,2016,14,715,180.5,195,88,1351.08
547ddca5,2016,14,490,111,299,134,0
3d3e9529,2016,14,2583,536.5,1278,452,831.96
0a1fceab,2016,13,838,186,607,252,433.98
826cceac,2016,17,223,53,57,20,0
31ec1672,2016,14,1413,322,769,304,613.98
011ef8c9,2016,14,99,24,68,30,-202.635
acb651e8,2016,15,290,64.5,132,48,135
8dcec21a,2016,17,1552,358,494,213,1208.16
456680c0,2016,13,266,66.5,209,102,260.1
c04fe310,2016,15,286,70,156,67,170.1
41bc7b82,2016,13,1297,307.5,610,268,1776.06
44fba0bf,2016,14,356,91,172,87,759.96
a5bc45b7,2016,17,1697,405,667,290,712.08
a83ecaac,2016,14,1620,391,564,232,1452.06
79504ee7,2016,14,3698,829,1505,645,2660.04
00cc2c50,2016,16,2885,115.5,4430,92,0
c4c81058,2016,14,425,89,292,107,955.08
e89fe5aa,2016,17,307,72.5,149,65,0
781a6f85,2016,16,2271,480,910,318,829.98
525a8bf3,2016,16,535,132.5,241,120,1308.06
fef5138b,2016,13,262,63,88,42,379.98
73a522cc,2016,15,205,52.5,55,27,0
5af8400a,2016,17,919,222,233,115,379.98
31f5f0ef,2016,13,1228,291,708,277,2044.08
f9f1b431,2016,16,4176,956.5,1295,547,7940.34
e7d40ef2,2016,17,1501,353.5,553,233,602.1
a68e24e6,2016,15,2065,483.5,704,313,1020.06
6cec3a09,2016,17,2185,526,789,347,1794.06
9b4098d9,2016,13,799,197,585,166,1594.98
2746f642,2016,15,246,62,114,50,521.1
c075a680,2016,15,1681,406.5,699,309,1216.08
3ffd9261,2016,14,872,198,647,270,0
723d7b7b,2016,15,495,109,410,153,170.1
eac8f1a0,2016,16,1056,219.5,866,263,334.08
25879344,2016,14,313,74,171,69,0
cae95799,2016,16,3000,685,713,318,2208.96
8a0809ab,2016,17,680,162.5,248,76,396
3dbb698d,2016,13,1105,265.5,585,278,1407.06
915b29f5,2016,14,225,51.5,112,42,0
5801dd79,2016,16,2742,656,840,373,1756.98
ec84e5a3,2016,14,1032,128.5,338,111,685.98
af071c55,2016,13,1123,266,312,138,469.08
98de987e,2016,15,495,119.5,228,109,135
7f12f067,2016,13,2048,494,936,433,4366.26
6bfddf22,2016,14,1191,280,546,246,829.98
864cc82e,2016,16,903,213,279,135,90
b462be4f,2016,13,850,192.5,241,101,720.18
b20406bf,2016,14,233,55.5,104,41,0
23277fac,2016,14,1928,443.5,1111,485,2154.06
e27becec,2016,17,944,218.5,656,232,424.08
6f0b6b2f,2016,15,633,152.5,281,126,0
530e1378,2016,15,362,83,283,105,306
41f149cc,2016,13,803,194,483,116,649.98
8e04102c,2016,15,827,202,592,275,1414.08
0422750d,2016,15,1356,324,572,228,1425.06
0f05768a,2016,17,1134,283,666,326,775.08
870a74a7,2016,14,84,20.5,47,26,576
415fe53d,2016,15,1419,338.5,717,355,1225.98
69ef733e,2016,16,819,193,322,136,469.98
150808a7,2016,13,880,185,360,171,1161.18
f3ffe42a,2016,17,288,71.5,189,103,163.98
3eb23d9d,2016,13,1944,476.5,964,460,1225.98
a5601547,2016,17,1526,348,491,183,910.98
5088e5e8,2016,17,735,179.5,279,102,163.98
de371692,2016,13,1548,378.5,726,332,820.08
4d2c7212,2016,17,525,124,176,82,955.08
287f9ac9,2016,16,1526,359,485,227,469.08
31942a59,2016,17,601,148,154,79,613.08
eefd30f6,2016,14,1544,357.5,693,304,1360.08
658d7dff,2016,13,215,54,114,59,216
f9262505,2016,13,1814,445,1004,360,2432.16
13012d98,2016,13,746,183,331,120,559.98
b2df14be,2016,14,478,120.5,150,77,379.98
5104ec64,2016,16,288,33,64,30,90
a1ab07d6,2016,13,268,64.5,242,102,0
d3a03870,2016,16,1452,354,594,291,1459.08
4dbb0525,2016,14,1656,394.5,653,282,1180.08
13c5d915,2016,13,556,92,217,104,972
8029310,2016,16,454,114,226,97,0
86e74b42,2016,15,1942,456,765,318,2578.14
6d36beea,2016,16,813,202.5,270,124,324
3f5c25a9,2016,15,2451,566,1063,421,1260.18
0e019e35,2016,14,938,235.5,434,180,849.96
09c7992e,2016,17,1793,425,804,331,685.98
95dbdd83,2016,14,709,152,502,205,523.98
a1863508,2016,13,956,218.5,263,132,723.06
66b4f183,2016,16,227,58,75,28,-120.555
07a1413e,2016,13,678,165,329,156,666
61acc451,2016,17,464,109.5,217,104,350.1
c0af6873,2016,17,1228,286,575,185,1747.08
d505e271,2016,16,399,88.5,248,86,135
6172df14,2016,16,1373,329.5,745,349,1378.08
9.39E+071,2016,16,952,232.5,434,133,521.1
7b9893e5,2016,15,1027,247,426,186,1000.08
79c89736,2016,14,1164,245,769,253,550.08
8ede2cd0,2016,17,1068,263.5,360,141,1063.08
b2464372,2016,14,938,230.5,356,160,991.08
1fc6f8a5,2016,14,3253,788,1512,706,2473.02
c6b547e8,2016,17,1223,279.5,353,128,0
c9570eee,2016,15,378,90,338,153,216
40539feb,2016,14,897,179,316,148,1522.08
57577573,2016,16,586,139.5,215,101,1927.98
128a50dd,2016,14,625,144,314,121,2012.04
4c5b004a,2016,15,182,43.5,86,38,163.98
454fd921,2016,17,1511,353.5,816,319,2584.08
175c35f3,2016,14,427,105.5,125,63,955.08
cfc305b6,2016,17,578,144,163,78,170.1
65a2709d,2016,15,341,82.5,371,98,514.08
8abb6657,2016,14,1168,286,491,199,1378.08
734aacfc,2016,17,39,7,20,11,0
d4cba9f1,2016,13,458,107.5,66,32,170.1
222a47ff,2016,16,891,218,377,182,396
bc8c8466,2016,13,842,206,467,170,720.18
c21105a9,2016,17,932,223,563,260,1279.08
7695161c,2016,15,211,51.5,182,92,253.98
0bf7aff2,2016,16,203,48.5,88,41,21.735
c530250b,2016,15,1148,261.5,539,211,1639.08
2681d826,2016,16,1936,465.5,627,281,1505.16
ddf908b7,2016,17,388,92,121,51,0
8d457fb7,2016,17,5319,1230,1757,637,2496.06
af949d3f,2016,14,2287,556.5,1087,406,2892.06
70207c8f,2016,16,1334,308.5,594,221,0
33f44184,2016,13,3324,596.5,791,321,1604.16
4a731c62,2016,15,205,51.5,104,46,0
5013eaa1,2016,15,1307,320.5,958,375,1720.98
f9a3a4b1,2016,16,1683,252,439,205,1333.98
dde0c01a,2016,14,1732,413,1172,534,1389.06
629f576c,2016,14,243,54.5,126,59,0
9.63E+095,2016,16,515,126.5,386,181,-285.3
96103b73,2016,16,346,86,134,59,163.98
3a8e5968,2016,15,652,161,257,120,1407.06
1fb48334,2016,16,1029,236.5,586,161,649.08
5ad7cfd5,2016,15,848,194.5,581,241,1486.08
240000,2016,14,2152,532.5,831,335,1318.14
8563c7e8,2016,17,1238,228.5,980,174,575.1
cb8252a1,2016,14,1797,443.5,621,286,2209.14
7ddad791,2016,13,550,127,272,101,424.08
804df6ea,2016,13,386,97.5,270,98,1009.08
95e8700c,2016,13,235,51.5,125,58,0
529e3540,2016,13,1430,335,507,228,775.98
1ca5fc5b,2016,14,827,176.5,299,133,703.98
32d8e1c0,2016,17,870,194,645,253,692.1
679ea035,2016,17,3045,698,1361,530,3487.14
00a467c1,2016,14,1922,477,754,337,1731.06
2811ec6d,2016,17,546,133.5,150,70,270
2.33E+088,2016,15,1248,300,430,201,1018.08
352314b4,2016,15,1160,280.5,686,278,900
fba56082,2016,16,5076,1158.5,1571,666,1670.04
40e9dd52,2016,16,395,93,130,64,0
b17bf2d7,2016,16,215,51,126,58,0
ac0b15c8,2016,13,709,168.5,242,100,1162.08
67d2cd9a,2016,14,221,48,99,46,163.98
f76249fc,2016,16,1158,285,708,328,1333.08
29a82940,2016,16,2279,547,1242,540,3856.14
e753b512,2016,13,196,46,47,20,216
2e3050c8,2016,14,203,52,97,29,379.98
65a341f0,2016,13,331,82,237,74,710.1
22a176fb,2016,15,3041,680.5,1242,456,2322.18
0189411f,2016,16,1281,306,487,188,939.06
d2a61d00,2016,15,364,90,362,148,0
37a4f3e2,2016,15,131,32.5,202,52,2755.08
0277fcab,2016,15,644,151.5,312,145,820.08
3a774df4,2016,16,452,112,537,255,334.08
ee91f247,2016,13,825,204.5,215,92,730.08
16dc9a40,2016,13,584,138,218,97,225
fb23a3e9,2016,15,809,187.5,224,94,865.98
0e8e2632,2016,17,166,42.5,49,23,170.1
942c37b5,2016,13,1036,247,599,234,937.98
1b8b2c3a,2016,16,217,49.5,101,44,156.285
bbe88d96,2016,16,2110,515,875,353,1468.98
5d2c9413,2016,16,1569,390.5,636,304,532.98
70b1031a,2016,16,660,162,266,127,3377.16
b0ea136e,2016,14,517,125.5,246,104,0
55ebb9e7,2016,14,1393,334,798,363,964.08
2cad150c,2016,15,805,188,542,215,667.98
23f83bd3,2016,14,1287,298.5,1076,381,1722.06
9c5d7494,2016,14,676,159.5,364,119,0
99a1aa0d,2016,13,744,189,314,135,1704.96
28e9eb98,2016,15,617,146,259,129,685.98
f863a627,2016,17,736,179,441,188,379.98
e49b774b,2016,15,1078,266.5,570,266,1490.94
358f8916,2016,17,5350,1219,2167,851,2093.04
4ab5058b,2016,17,1117,245,456,190,514.98
2c1bfd1c,2016,15,2736,641.5,942,399,1641.06
c12b9d74,2016,17,1364,338.5,596,248,730.98
9991bc3e,2016,17,1275,313,478,185,964.08
9f785abb,2016,16,509,55,185,42,379.98
c2ee7bd9,2016,15,158,39.5,73,31,-141.21
75253b46,2016,14,595,142,272,104,973.98
412be68d,2016,15,199,49,158,68,-222.3
fc421a23,2016,14,311,79.5,220,109,1126.08
600abc53,2016,16,1601,373,651,292,1695.06
e351bccb,2016,13,927,228,708,253,306
38e083de,2016,16,2267,546.5,1000,406,514.98
5e814868,2016,16,462,118,154,76,0
1d0c0f03,2016,14,1360,316,482,224,964.08
a2e48024,2016,13,1050,221,540,178,334.08
f11b981c,2016,13,145,32.5,68,29,360
3f873221,2016,15,1250,309.5,625,308,2251.08
6b5933e7,2016,15,468,117.5,139,64,306
d0134468,2016,17,576,143.5,161,67,0
79c65685,2016,16,1056,233.5,233,98,904.68
2b7de857,2016,13,1477,354.5,638,210,1639.08
8d6e36f5,2016,13,107,22.5,29,16,0
